	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1554	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium vesicarium
OTU1555	Fungi	Basidiomycota	Cystobasidiomycetes	NA	Symmetrosporaceae	Symmetrospora	NA
OTU1556	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
OTU1557	Fungi	NA	NA	NA	NA	NA	NA
OTU1558	Fungi	NA	NA	NA	NA	NA	NA
OTU1560	Fungi	Basidiomycota	Agaricomycetes	Corticiales	NA	NA	NA
OTU1561	Fungi	NA	NA	NA	NA	NA	NA
OTU1562	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon brunneiniger
OTU1563	Fungi	NA	NA	NA	NA	NA	NA
OTU1564	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	NA
OTU1565	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1566	Fungi	NA	NA	NA	NA	NA	NA
OTU1567	Fungi	NA	NA	NA	NA	NA	NA
OTU1568	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1569	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Heyderia	Heyderia abietis
OTU1570	Fungi	Ascomycota	Lecanoromycetes	NA	NA	NA	NA
OTU1571	Fungi	Basidiomycota	Agaricomycetes	Boletales	NA	Buchwaldoboletus	Buchwaldoboletus hemichrysus
OTU1572	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
OTU1573	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1574	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1575	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1576	Fungi	NA	NA	NA	NA	NA	NA
OTU1577	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1578	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	NA	NA
OTU1579	Fungi	NA	NA	NA	NA	NA	NA
OTU1580	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Neolentinus	Neolentinus lepideus
OTU1581	Fungi	NA	NA	NA	NA	NA	NA
OTU1582	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
OTU1583	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
OTU1584	Fungi	NA	NA	NA	NA	NA	NA
OTU1585	Fungi	NA	NA	NA	NA	NA	NA
OTU1586	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1588	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA
OTU1589	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Rhizosphaera	NA
OTU1590	Fungi	NA	NA	NA	NA	NA	NA
OTU1591	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora fuscobrunnea
OTU1592	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1593	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1594	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Engyodontium	Engyodontium album
OTU1595	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU1596	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1597	Fungi	NA	NA	NA	NA	NA	NA
OTU1598	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1599	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	NA	NA
OTU1600	Fungi	NA	NA	NA	NA	NA	NA
OTU1601	Fungi	NA	NA	NA	NA	NA	NA
OTU1602	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1603	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU1604	Fungi	NA	NA	NA	NA	NA	NA
OTU1605	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	NA	NA
OTU1606	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1607	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1608	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Microcera	NA
OTU1609	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1610	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	NA	NA
OTU1611	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	NA
OTU1612	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1613	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1614	Fungi	NA	NA	NA	NA	NA	NA
OTU1615	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	NA	NA
OTU1616	Fungi	NA	NA	NA	NA	NA	NA
OTU1617	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1618	Fungi	NA	NA	NA	NA	NA	NA
OTU1619	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1620	Fungi	NA	NA	NA	NA	NA	NA
OTU1621	Fungi	NA	NA	NA	NA	NA	NA
OTU1622	Fungi	NA	NA	NA	NA	NA	NA
OTU1623	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	NA	NA	NA
OTU1624	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1625	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	NA
OTU1626	Fungi	NA	NA	NA	NA	NA	NA
OTU1627	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA
OTU1628	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1629	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces radicus
OTU1630	Fungi	NA	NA	NA	NA	NA	NA
OTU1631	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmelina	Parmelina coleae
OTU1632	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1633	Fungi	NA	NA	NA	NA	NA	NA
OTU1634	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU1635	Fungi	NA	NA	NA	NA	NA	NA
OTU1637	Fungi	NA	NA	NA	NA	NA	NA
OTU1638	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	Geopora cooperi
OTU1639	Fungi	NA	NA	NA	NA	NA	NA
OTU1640	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU1641	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	NA	NA
OTU1642	Fungi	NA	NA	NA	NA	NA	NA
OTU1643	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1644	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Sirobasidiaceae	NA	NA
OTU1645	Fungi	NA	NA	NA	NA	NA	NA
OTU1646	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1647	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU1648	Fungi	NA	NA	NA	NA	NA	NA
OTU1649	Fungi	NA	NA	NA	NA	NA	NA
OTU1651	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	NA	NA
OTU1652	Fungi	NA	NA	NA	NA	NA	NA
OTU1653	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1654	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	NA
OTU1655	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1656	Fungi	NA	NA	NA	NA	NA	NA
OTU1657	Fungi	NA	NA	NA	NA	NA	NA
OTU1658	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora fibrinocaudata
OTU1659	Fungi	NA	NA	NA	NA	NA	NA
OTU1660	Fungi	NA	NA	NA	NA	NA	NA
OTU1661	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1662	Fungi	NA	NA	NA	NA	NA	NA
OTU1663	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1664	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sparticola	Sparticola junci
OTU1665	Fungi	NA	NA	NA	NA	NA	NA
OTU1666	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1667	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	Curvibasidium	Curvibasidium rogersii
OTU1668	Fungi	NA	NA	NA	NA	NA	NA
OTU1669	Fungi	NA	NA	NA	NA	NA	NA
OTU1670	Fungi	NA	NA	NA	NA	NA	NA
OTU1671	Fungi	NA	NA	NA	NA	NA	NA
OTU1672	Fungi	NA	NA	NA	NA	NA	NA
OTU1673	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria obovoidea
OTU1674	Fungi	NA	NA	NA	NA	NA	NA
OTU1675	Fungi	NA	NA	NA	NA	NA	NA
OTU1676	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1677	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1679	Fungi	NA	NA	NA	NA	NA	NA
OTU1680	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU1681	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1682	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Phacidiaceae	Phacidium	NA
OTU1683	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus terreus
OTU1684	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1685	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces cecidicola
OTU1686	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	NA
OTU1687	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU1688	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	NA
OTU1689	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
OTU1690	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1691	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1692	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	NA
OTU1694	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1695	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1696	Fungi	NA	NA	NA	NA	NA	NA
OTU1697	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1698	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1699	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	NA
OTU1700	Fungi	NA	NA	NA	NA	NA	NA
OTU1701	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1702	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1703	Fungi	NA	NA	NA	NA	NA	NA
OTU1704	Fungi	NA	NA	NA	NA	NA	NA
OTU1705	Fungi	NA	NA	NA	NA	NA	NA
OTU1706	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1707	Rhizaria	NA	NA	NA	NA	NA	NA
OTU1708	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU1709	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	NA	NA
OTU1710	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1711	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1712	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1713	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA
OTU1714	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	NA
OTU1715	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU1716	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	Sporormiella irregularis
OTU1717	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1718	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1719	Fungi	NA	NA	NA	NA	NA	NA
OTU1720	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1721	Fungi	NA	NA	NA	NA	NA	NA
OTU1723	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1724	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1725	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	NA
OTU1726	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1727	Fungi	NA	NA	NA	NA	NA	NA
OTU1728	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU1729	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	NA	NA
OTU1730	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1731	Fungi	NA	NA	NA	NA	NA	NA
OTU1732	Fungi	NA	NA	NA	NA	NA	NA
OTU1733	Fungi	NA	NA	NA	NA	NA	NA
OTU1734	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
OTU1735	Fungi	NA	NA	NA	NA	NA	NA
OTU1737	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon evadens
OTU1739	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium iranianum
OTU1740	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ceratocystiopsis	Ceratocystiopsis brevicomis
OTU1741	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU1742	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	NA
OTU1743	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1744	Fungi	NA	NA	NA	NA	NA	NA
OTU1746	Fungi	NA	NA	NA	NA	NA	NA
OTU1748	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phanerochaete	NA
OTU1749	Fungi	NA	NA	NA	NA	NA	NA
OTU1750	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1751	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1752	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1753	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1754	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
OTU1755	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia serialis
OTU1756	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1757	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	Cephaliophora tropica
OTU1758	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Cerinosterus	Cerinosterus luteoalbus
OTU1759	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1760	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1761	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Diutina	Diutina pseudorugosa
OTU1762	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU1763	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kluyveri
OTU1764	Fungi	NA	NA	NA	NA	NA	NA
OTU1765	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1766	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1767	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1768	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune
OTU1769	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU1770	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	NA
OTU1771	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1772	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1773	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
OTU1774	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1775	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
OTU1776	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Oleoguttula	NA
OTU1777	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Diutina	Diutina rugosa
OTU1778	Fungi	NA	NA	NA	NA	NA	NA
OTU1779	Fungi	NA	NA	NA	NA	NA	NA
OTU1780	Fungi	NA	NA	NA	NA	NA	NA
OTU1781	Fungi	NA	NA	NA	NA	NA	NA
OTU1782	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1783	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1784	Fungi	NA	NA	NA	NA	NA	NA
OTU1786	Fungi	NA	NA	NA	NA	NA	NA
OTU1787	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	Chaetosphaeronema hispidulum
OTU1788	Fungi	NA	NA	NA	NA	NA	NA
OTU1789	Fungi	NA	NA	NA	NA	NA	NA
OTU1790	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1791	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1792	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	NA	NA
OTU1793	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1794	Fungi	NA	NA	NA	NA	NA	NA
OTU1795	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	NA
OTU1796	Fungi	NA	NA	NA	NA	NA	NA
OTU1797	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physconia	NA
OTU1799	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1800	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Chalara	NA
OTU1801	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza nivalis
OTU1802	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1803	Fungi	NA	NA	NA	NA	NA	NA
OTU1804	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudocamarosporium	Pseudocamarosporium cotinae
OTU1805	Fungi	NA	NA	NA	NA	NA	NA
OTU1806	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	NA	NA
OTU1807	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia	Geosmithia pallida
OTU1808	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora lolii
OTU1809	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1810	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	NA	NA
OTU1811	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia	NA
OTU1812	Fungi	NA	NA	NA	NA	NA	NA
OTU1814	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU1815	Fungi	NA	NA	NA	NA	NA	NA
OTU1816	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1817	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	Fomitopsis pinicola
OTU1818	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon roseolus
OTU1819	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA
OTU1820	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	NA	NA	NA
OTU1821	Fungi	NA	NA	NA	NA	NA	NA
OTU1822	Fungi	NA	NA	NA	NA	NA	NA
OTU1823	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1824	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1825	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora	Dothiora cannabinae
OTU1826	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium macerans
OTU1827	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1828	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium decumbens
OTU1829	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
OTU1830	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU1831	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1832	Fungi	NA	NA	NA	NA	NA	NA
OTU1833	Fungi	NA	NA	NA	NA	NA	NA
OTU1834	Fungi	NA	NA	NA	NA	NA	NA
OTU1835	Fungi	NA	NA	NA	NA	NA	NA
OTU1836	Fungi	NA	NA	NA	NA	NA	NA
OTU1837	Fungi	NA	NA	NA	NA	NA	NA
OTU1838	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apiosordaria	NA
OTU1839	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1840	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces symmetricus
OTU1841	Fungi	NA	NA	NA	NA	NA	NA
OTU1842	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
OTU1843	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Xanthoria	Xanthoria fallax
OTU1844	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	NA
OTU1845	Fungi	NA	NA	NA	NA	NA	NA
OTU1846	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	NA
OTU1847	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1848	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1849	Fungi	NA	NA	NA	NA	NA	NA
OTU1850	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	NA
OTU1851	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1852	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
OTU1853	Fungi	NA	NA	NA	NA	NA	NA
OTU1854	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	NA
OTU1855	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU1856	Fungi	NA	NA	NA	NA	NA	NA
OTU1857	Fungi	NA	NA	NA	NA	NA	NA
OTU1858	Fungi	NA	NA	NA	NA	NA	NA
OTU1859	Fungi	NA	NA	NA	NA	NA	NA
OTU1860	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae	NA	NA
OTU1861	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU1862	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Pezoloma	Pezoloma ericae
OTU1863	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Issatchenkia	Issatchenkia orientalis
OTU1864	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	Aplosporella javeedii
OTU1865	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU1866	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
OTU1867	Fungi	NA	NA	NA	NA	NA	NA
OTU1868	Fungi	NA	NA	NA	NA	NA	NA
OTU1869	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1870	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1871	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Verrucoconiothyrium	Verrucoconiothyrium prosopidis
OTU1872	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	NA	NA
OTU1873	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU1874	Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA	NA
OTU1875	Fungi	NA	NA	NA	NA	NA	NA
OTU1876	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1877	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU1878	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1879	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	NA	NA	NA
OTU1880	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Candida	Candida membranifaciens
OTU1881	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	Lectera colletotrichoides
OTU1882	Fungi	Ascomycota	Dothideomycetes	NA	Eremomycetaceae	Arthrographis	Arthrographis pinicola
OTU1883	Fungi	Ascomycota	Eurotiomycetes	Mycocaliciales	Mycocaliciaceae	NA	NA
OTU1884	Fungi	NA	NA	NA	NA	NA	NA
OTU1885	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU1886	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	NA
OTU1887	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU1888	Fungi	NA	NA	NA	NA	NA	NA
OTU1889	Fungi	Ascomycota	Dothideomycetes	Acrospermales	NA	Leptodiscella	NA
OTU1890	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pachylepyrium	Pachylepyrium carbonicola
OTU1891	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia hungarica
OTU1892	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1893	Fungi	Ascomycota	Lecanoromycetes	Candelariales	Candelariaceae	NA	NA
OTU1894	Fungi	Basidiomycota	NA	NA	NA	NA	NA
OTU1895	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1896	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
OTU1897	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1898	Fungi	NA	NA	NA	NA	NA	NA
OTU1899	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU1900	Fungi	NA	NA	NA	NA	NA	NA
OTU1901	Fungi	NA	NA	NA	NA	NA	NA
OTU1902	Fungi	NA	NA	NA	NA	NA	NA
